time /s	I /nA	
0.100	19.696	
0.200	6.028	
0.300	9.215	
0.400	6.292	
0.500	-1.186	
0.600	-9.755	
0.700	-3.419	
0.800	6.739	
0.900	-7.461	
1.000	0.551	
1.100	6.369	
1.200	-1.334	
1.300	-1.235	
1.400	-0.446	
1.500	-3.380	
1.600	5.029	
1.700	8.019	
1.800	1.740	
1.900	-6.772	
2.000	-17.617	
2.100	-7.428	
2.200	-3.135	
2.300	20.862	
2.400	-0.665	
2.500	-3.903	
2.600	-7.158	
2.700	-11.277	
2.800	0.571	
2.900	-22.595	
3.000	-4.028	
3.100	-6.298	
3.200	-1.542	
3.300	0.538	
3.400	-10.138	
3.500	8.508	
3.600	-3.883	
3.700	-4.022	
3.800	10.731	
3.900	-5.125	
4.000	-9.527	
4.100	-8.460	
4.200	9.209	
4.300	0.257	
4.400	-5.487	
4.500	-19.136	
4.600	-2.617	
4.700	-12.274	
4.800	-6.123	
4.900	-10.491	
5.000	11.003	
5.100	4.521	
5.200	-1.201	
5.300	-1.306	
5.400	-5.623	
5.500	-8.720	
5.600	3.149	
5.700	9.071	
5.800	-3.556	
5.900	5.489	
6.000	-11.833	
6.100	-12.575	
6.200	17.481	
6.300	-3.381	
6.400	-6.213	
6.500	15.375	
6.600	-11.916	
6.700	12.813	
6.800	-2.438	
6.900	-9.291	
7.000	7.491	
7.100	8.797	
7.200	-11.421	
7.300	6.287	
7.400	7.318	
7.500	-3.039	
7.600	-19.937	
7.700	4.656	
7.800	-6.454	
7.900	-3.018	
8.000	3.715	
8.100	-2.589	
8.200	13.405	
8.300	-10.050	
8.400	-0.755	
8.500	0.413	
8.600	-8.061	
8.700	9.003	
8.800	-3.191	
8.900	-3.937	
9.000	0.402	
9.100	2.111	
9.200	-3.757	
9.300	4.354	
9.400	-16.103	
9.500	4.072	
9.600	-0.029	
9.700	-11.501	
9.800	-9.516	
9.900	-0.246	
10.000	-8.524	
10.100	4.406	
10.200	-9.605	
10.300	6.974	
10.400	-2.126	
10.500	2.207	
10.600	-5.944	
10.700	-12.401	
10.800	2.410	
10.900	-5.449	
11.000	-4.024	
11.100	-4.175	
11.200	-5.490	
11.300	1.121	
11.400	-2.111	
11.500	-0.905	
11.600	-4.285	
11.700	1.116	
11.800	1.159	
11.900	4.757	
12.000	-5.198	
12.100	-6.095	
