time /s	I /nA	
0.100	27.067	
0.200	4.548	
0.300	2.033	
0.400	6.807	
0.500	14.058	
0.600	-14.020	
0.700	-6.883	
0.800	0.574	
0.900	8.181	
1.000	-23.156	
1.100	4.340	
1.200	7.137	
1.300	5.949	
1.400	8.566	
1.500	-2.327	
1.600	-29.549	
1.700	20.577	
1.800	-5.721	
1.900	0.581	
2.000	-2.332	
2.100	-18.782	
2.200	-8.930	
2.300	15.233	
2.400	-0.012	
2.500	-19.052	
2.600	4.442	
2.700	22.807	
2.800	-1.592	
2.900	-6.239	
3.000	-25.991	
3.100	-4.650	
3.200	27.449	
3.300	-0.306	
3.400	9.590	
3.500	-5.925	
3.600	-6.604	
3.700	2.625	
3.800	-17.943	
3.900	7.755	
4.000	26.343	
4.100	9.598	
4.200	-16.806	
4.300	-7.985	
4.400	-2.111	
4.500	16.423	
4.600	-2.622	
4.700	10.534	
4.800	-13.338	
4.900	8.709	
5.000	-1.174	
5.100	-3.639	
5.200	-9.914	
5.300	11.161	
5.400	-10.243	
5.500	23.151	
5.600	5.313	
5.700	3.702	
5.800	-12.298	
5.900	-6.736	
6.000	-17.310	
6.100	-23.772	
6.200	1.961	
6.300	8.753	
6.400	1.292	
6.500	21.159	
6.600	8.033	
6.700	12.904	
6.800	-4.546	
6.900	-13.251	
7.000	-14.323	
7.100	-19.297	
7.200	0.142	
7.300	7.246	
7.400	14.144	
7.500	19.489	
7.600	-12.724	
7.700	-3.807	
7.800	-0.530	
7.900	-5.238	
8.000	1.989	
8.100	11.586	
8.200	-2.618	
8.300	0.308	
8.400	-0.690	
8.500	-0.674	
8.600	17.421	
8.700	6.094	
8.800	-8.621	
8.900	-4.180	
9.000	0.804	
9.100	-18.661	
9.200	4.632	
9.300	-9.566	
9.400	1.924	
9.500	12.573	
9.600	-2.229	
9.700	-2.531	
9.800	-8.238	
9.900	-10.935	
10.000	5.539	
10.100	-17.182	
10.200	1.904	
10.300	16.527	
10.400	-3.961	
10.500	-9.460	
10.600	-10.805	
10.700	-0.748	
10.800	18.152	
10.900	0.734	
11.000	0.432	
11.100	14.025	
11.200	-9.100	
11.300	19.602	
11.400	-6.253	
11.500	2.518	
11.600	9.013	
11.700	-11.640	
11.800	16.235	
11.900	-5.269	
12.000	1.047	
12.100	-2.774	
12.200	2.371	
12.300	-11.962	
12.400	-27.943	
12.500	4.743	
12.600	9.096	
12.700	3.408	
12.800	-20.909	
12.900	-4.133	
13.000	-5.466	
13.100	5.155	
13.200	4.188	
13.300	11.394	
13.400	-9.574	
13.500	-13.595	
13.600	-4.773	
13.700	20.476	
13.800	-3.886	
13.900	-1.030	
14.000	-2.959	
14.100	-18.723	
14.200	13.706	
14.300	8.160	
14.400	-17.251	
14.500	1.737	
14.600	-34.168	
14.700	-9.727	
14.800	0.857	
14.900	34.122	
15.000	14.661	
15.100	10.791	
15.200	-4.480	
15.300	-3.254	
15.400	-14.741	
15.500	12.282	
15.600	2.957	
15.700	20.484	
15.800	-8.043	
15.900	-14.049	
16.000	3.112	
16.100	-11.110	
16.200	5.440	
16.300	14.798	
16.400	-7.973	
16.500	4.710	
16.600	-5.013	
16.700	7.234	
16.800	10.294	
16.900	-12.713	
17.000	-7.741	
17.100	10.086	
17.200	3.985	
17.300	0.897	
17.400	3.667	
17.500	2.655	
17.600	-10.506	
17.700	-12.731	
17.800	-4.271	
17.900	-5.279	
18.000	12.995	
18.100	-8.953	
18.200	5.489	
18.300	2.577	
18.400	25.398	
18.500	-1.844	
18.600	9.791	
18.700	-19.707	
18.800	-1.758	
18.900	-2.163	
