time /s	I /nA	
0.100	32.279	
0.200	23.199	
0.300	7.176	
0.400	-1.107	
0.500	8.554	
0.600	9.188	
0.700	7.514	
0.800	-8.770	
0.900	0.041	
1.000	16.217	
1.100	-0.638	
1.200	10.752	
1.300	3.248	
1.400	-10.572	
1.500	15.769	
1.600	1.945	
1.700	-3.657	
1.800	4.364	
1.900	11.645	
2.000	7.173	
2.100	-1.939	
2.200	-1.329	
2.300	17.820	
2.400	-7.009	
2.500	-6.877	
2.600	7.768	
2.700	9.032	
2.800	-6.778	
2.900	10.409	
3.000	0.530	
3.100	13.585	
3.200	-3.395	
3.300	3.374	
3.400	5.226	
3.500	17.600	
3.600	-7.318	
3.700	-3.901	
3.800	4.616	
3.900	2.784	
4.000	19.560	
4.100	8.882	
4.200	-10.802	
4.300	2.889	
4.400	6.778	
4.500	12.993	
4.600	-3.537	
4.700	3.039	
4.800	14.491	
4.900	33.472	
5.000	-7.270	
5.100	-0.367	
5.200	14.352	
5.300	-0.754	
5.400	23.523	
5.500	11.451	
5.600	-2.829	
5.700	4.923	
5.800	-16.314	
5.900	7.310	
6.000	-1.398	
6.100	9.155	
6.200	11.918	
6.300	11.407	
6.400	-2.924	
6.500	0.185	
6.600	2.025	
6.700	22.232	
6.800	1.844	
6.900	-1.195	
7.000	5.076	
7.100	-0.472	
7.200	7.852	
7.300	9.261	
7.400	-1.232	
7.500	-0.245	
7.600	9.601	
7.700	0.159	
7.800	20.973	
7.900	0.805	
8.000	12.997	
8.100	-1.186	
8.200	8.154	
8.300	1.665	
8.400	-0.615	
8.500	7.324	
8.600	2.357	
8.700	4.623	
8.800	-7.410	
8.900	9.604	
9.000	11.743	
9.100	10.713	
9.200	7.313	
9.300	3.831	
9.400	-2.747	
9.500	5.446	
9.600	-9.345	
9.700	17.307	
9.800	8.104	
9.900	2.541	
10.000	11.986	
10.100	1.036	
10.200	3.214	
10.300	1.621	
10.400	7.246	
10.500	8.263	
10.600	-16.915	
10.700	16.789	
10.800	-29.665	
10.900	2.727	
11.000	25.016	
11.100	-7.500	
11.200	7.532	
11.300	-5.530	
11.400	18.539	
11.500	0.163	
11.600	5.672	
11.700	12.264	
11.800	-0.287	
11.900	-4.878	
12.000	11.442	
12.100	14.722	
12.200	10.696	
12.300	6.230	
12.400	-4.366	
12.500	0.751	
12.600	14.671	
12.700	13.344	
12.800	8.114	
12.900	20.889	
13.000	-1.032	
13.100	16.373	
13.200	2.668	
13.300	11.266	
13.400	18.825	
13.500	7.160	
13.600	2.598	
13.700	14.296	
13.800	-7.060	
13.900	16.370	
14.000	3.508	
14.100	2.213	
14.200	1.335	
14.300	2.243	
14.400	-4.914	
14.500	-3.827	
14.600	-2.634	
14.700	17.576	
14.800	3.073	
14.900	-17.616	
15.000	-3.250	
15.100	19.920	
15.200	-9.889	
15.300	-0.380	
15.400	4.245	
15.500	6.056	
15.600	-5.942	
15.700	-3.634	
15.800	-3.920	
15.900	-2.153	
16.000	0.823	
16.100	12.701	
16.200	2.192	
16.300	-4.478	
16.400	1.971	
16.500	15.627	
16.600	-3.461	
16.700	23.425	
16.800	19.912	
16.900	-4.022	
17.000	-9.853	
17.100	23.042	
17.200	-1.683	
17.300	10.751	
17.400	-0.327	
17.500	12.925	
17.600	5.125	
17.700	3.412	
17.800	-15.576	
17.900	-5.112	
18.000	23.990	
18.100	7.594	
18.200	8.766	
18.300	9.824	
18.400	7.573	
18.500	-10.427	
18.600	16.075	
18.700	22.169	
18.800	-3.671	
18.900	-9.236	
19.000	-2.224	
19.100	-2.099	
19.200	15.495	
19.300	14.549	
19.400	2.387	
19.500	10.821	
19.600	2.191	
19.700	11.477	
19.800	8.291	
19.900	17.351	
20.000	12.975	
20.100	5.640	
20.200	2.849	
20.300	8.867	
20.400	20.549	
20.500	-9.154	
20.600	4.103	
20.700	-3.540	
20.800	-0.141	
20.900	21.151	
21.000	12.082	
21.100	-6.867	
21.200	10.083	
21.300	2.280	
21.400	14.387	
21.500	0.022	
21.600	2.920	
21.700	13.766	
21.800	6.676	
21.900	-12.742	
22.000	15.064	
22.100	7.458	
22.200	-13.853	
22.300	5.668	
22.400	-2.389	
22.500	-5.688	
22.600	1.591	
22.700	0.752	
22.800	12.616	
22.900	-0.293	
23.000	10.329	
23.100	14.434	
23.200	-9.077	
23.300	6.433	
23.400	0.229	
23.500	7.811	
23.600	8.381	
23.700	-7.007	
23.800	14.426	
23.900	15.255	
24.000	2.708	
24.100	8.852	
24.200	-1.039	
24.300	17.493	
24.400	5.457	
24.500	-6.850	
24.600	9.958	
24.700	-0.504	
24.800	6.624	
24.900	0.309	
25.000	7.404	
25.100	2.034	
25.200	6.571	
25.300	6.400	
25.400	5.125	
25.500	-0.007	
25.600	-2.637	
25.700	11.388	
25.800	18.757	
25.900	-2.700	
26.000	-1.889	
26.100	-10.715	
26.200	11.395	
26.300	16.247	
26.400	-0.432	
26.500	15.428	
26.600	14.423	
26.700	7.023	
26.800	33.159	
26.900	-6.436	
27.000	11.997	
27.100	1.379	
27.200	4.332	
27.300	11.924	
27.400	-5.243	
27.500	1.333	
27.600	6.155	
27.700	-5.241	
27.800	26.912	
27.900	14.640	
28.000	9.791	
28.100	-4.678	
28.200	-8.424	
28.300	-2.545	
28.400	-10.710	
28.500	6.895	
28.600	13.563	
28.700	1.692	
28.800	8.716	
28.900	3.900	
29.000	26.826	
29.100	7.369	
29.200	-2.141	
29.300	0.673	
29.400	7.560	
29.500	-3.885	
29.600	8.515	
29.700	-10.758	
29.800	-1.117	
29.900	25.622	
30.000	17.972	
30.100	25.913	
30.200	7.934	
30.300	-3.654	
30.400	16.001	
30.500	11.185	
30.600	3.782	
30.700	24.287	
30.800	20.834	
30.900	12.295	
31.000	18.635	
31.100	34.470	
31.200	25.619	
31.300	24.334	
31.400	29.204	
31.500	13.862	
